brand,series,model,phase,nominal_ac_power_w,max_pv_input_power_w,max_pv_voltage_v,startup_voltage_v,mppt_voltage_min_v,mppt_voltage_max_v,mppt_count,strings_per_mppt,max_input_current_per_mppt_a,max_short_circuit_current_per_mppt_a,battery_nominal_voltage_v,battery_voltage_range_v,data_status,notes
Growatt,SPH TL BL-UP,SPH 3000TL BL-UP,single-phase,3000,4500,550,100,120,550,2,1+1,13.5,16.9,48,42-59,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,SPH TL BL-UP,SPH 3600TL BL-UP,single-phase,3600,5400,550,100,120,550,2,1+1,13.5,16.9,48,42-59,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,SPH TL BL-UP,SPH 4000TL BL-UP,single-phase,4000,6000,550,100,120,550,2,1+1,13.5,16.9,48,42-59,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,SPH TL BL-UP,SPH 4600TL BL-UP,single-phase,4600,6900,550,100,120,550,2,1+1,13.5,16.9,48,42-59,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,SPH TL BL-UP,SPH 5000TL BL-UP,single-phase,5000,7500,550,100,120,550,2,1+1,13.5,16.9,48,42-59,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,SPH TL BL-UP,SPH 6000TL BL-UP,single-phase,6000,9000,550,100,120,550,2,1+1,13.5,16.9,48,42-59,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,SPH TL3 BH-UP,SPH 4000TL3 BH-UP,three-phase,4000,8000,1000,120,120,1000,2,1+1,13.5,16.9,,100-550,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,SPH TL3 BH-UP,SPH 5000TL3 BH-UP,three-phase,5000,10000,1000,120,120,1000,2,1+1,13.5,16.9,,100-550,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,SPH TL3 BH-UP,SPH 6000TL3 BH-UP,three-phase,6000,12000,1000,120,120,1000,2,1+1,13.5,16.9,,100-550,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,SPH TL3 BH-UP,SPH 7000TL3 BH-UP,three-phase,7000,14000,1000,120,120,1000,2,1+1,13.5,16.9,,100-550,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,SPH TL3 BH-UP,SPH 8000TL3 BH-UP,three-phase,8000,16000,1000,120,120,1000,2,1+1,13.5,16.9,,100-550,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,SPH TL3 BH-UP,SPH 10000TL3 BH-UP,three-phase,10000,20000,1000,120,120,1000,2,1+1,13.5,16.9,,100-550,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,MIN TL-XH,MIN 2500TL-XH,single-phase,2500,3750,550,100,80,550,2,1+1,13.5,16.9,,battery-ready, ARK XH HV,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,MIN TL-XH,MIN 3000TL-XH,single-phase,3000,4500,550,100,80,550,2,1+1,13.5,16.9,,battery-ready, ARK XH HV,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,MIN TL-XH,MIN 3600TL-XH,single-phase,3600,5400,550,100,80,550,2,1+1,13.5,16.9,,battery-ready, ARK XH HV,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,MIN TL-XH,MIN 4200TL-XH,single-phase,4200,6300,550,100,80,550,2,1+1,13.5,16.9,,battery-ready, ARK XH HV,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,MIN TL-XH,MIN 4600TL-XH,single-phase,4600,6900,550,100,80,550,2,1+1,13.5,16.9,,battery-ready, ARK XH HV,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,MIN TL-XH,MIN 5000TL-XH,single-phase,5000,7500,550,100,80,550,2,1+1,13.5,16.9,,battery-ready, ARK XH HV,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,MIN TL-XH,MIN 6000TL-XH,single-phase,6000,9000,550,100,80,550,2,1+1,13.5,16.9,,battery-ready, ARK XH HV,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,MOD TL3-XH BP,MOD 3000TL3-XH BP,three-phase,3000,4500,1100,160,140,1000,2,1+1,16,20,,battery-ready, APX HV,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,MOD TL3-XH BP,MOD 4000TL3-XH BP,three-phase,4000,6000,1100,160,140,1000,2,1+1,16,20,,battery-ready, APX HV,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,MOD TL3-XH BP,MOD 5000TL3-XH BP,three-phase,5000,7500,1100,160,140,1000,2,1+1,16,20,,battery-ready, APX HV,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,MOD TL3-XH BP,MOD 6000TL3-XH BP,three-phase,6000,9000,1100,160,140,1000,2,1+1,16,20,,battery-ready, APX HV,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,MOD TL3-XH BP,MOD 7000TL3-XH BP,three-phase,7000,10500,1100,160,140,1000,2,1+1,16,20,,battery-ready, APX HV,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,MOD TL3-XH BP,MOD 8000TL3-XH BP,three-phase,8000,12000,1100,160,140,1000,2,1+1,16,20,,battery-ready, APX HV,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
Growatt,MOD TL3-XH BP,MOD 9000TL3-XH BP,three-phase,9000,13500,1100,160,140,1000,2,1+1,16,20,,battery-ready, APX HV,seed_verify_datasheet,Starter datasheet values filled for calculator MPPT checks; verify exact manufacturer PDF before final commercial design.
